name,type,nillable,substitutionGroup,annotation_documentation
PersonHumanResourceIdentification,nc:IdentificationType,true,,A human resources or employment identification assigned to a person.
PersonIdentityAssociation,nc:PersonIdentityAssociationType,true,,An association between a person and an identity.
PersonInjury,nc:InjuryType,true,,A form of physical harm or damage sustained by a person.
PersonIssuedDocumentAssociation,nc:PersonDocumentAssociationType,true,,An association between a person and a document issued to that person.
PersonJewelryDescriptionText,nc:TextType,true,,A description of adornments a person wears.
PersonJobTitleText,nc:TextType,true,,A title or label that briefly describes the position or kind of work a person does.
PersonJuvenileClaimedIndicator,niem-xs:boolean,true,,True if the person of interest claims to be a juvenile; false otherwise.
PersonJuvenileVerifiedIndicator,niem-xs:boolean,true,,True if the person of interest claim to be a juvenile is confirmed; false otherwise.
PersonKnownPreviousLocationAssociation,nc:PersonLocationAssociationType,true,,An association between a person and a location at which that person is known to have been previously.
PersonLanguageEnglishIndicator,niem-xs:boolean,true,,True if a person understands and speaks English; false otherwise.
PersonLastSeenLocationAssociation,nc:PersonLocationAssociationType,true,,An association between a person and the last known location at which that person was seen.
PersonLearningDisabilityText,nc:TextType,true,nc:PersonLearningDisabilityAbstract,A disorder of a person which can cause difficulties in learning something.
PersonLicenseIdentification,nc:IdentificationType,true,,An identification that references a license certification or registration of a person for some purpose.
PersonLivingIndicator,niem-xs:boolean,true,,True if a person is alive; false if a person is dead.
PersonLocationAssociation,nc:PersonLocationAssociationType,true,,An association between a person and a location.
PersonMaidenName,nc:PersonNameTextType,true,,An original last name or surname of a person before changed by marriage.
PersonMedicalCondition,nc:MedicalConditionType,true,,"A state of health for a person, on-going or present."
PersonMedicalDescriptionText,nc:TextType,true,,A description of the overall health of a person.
PersonMedicalFileIndicator,niem-xs:boolean,true,,True if a medical history file is known to exist for a person; false otherwise.
PersonMedicationRequiredText,nc:TextType,true,,A medication and dosage required for a person.
PersonMentalStateText,nc:TextType,true,nc:PersonMentalStateAbstract,A mental condition of a person.
PersonMiddleName,nc:PersonNameTextType,true,,A middle name of a person.
PersonMilitarySummary,nc:MilitarySummaryType,true,,A service of a person in a military.
PersonMoodDescriptionText,nc:TextType,true,,A description of a state of feeling of a person.
PersonName,nc:PersonNameType,true,,A combination of names and/or titles by which a person is known.
PersonNameCategoryCode,nc:PersonNameCategoryCodeType,true,nc:PersonNameCategoryAbstract,A kind of person name.
PersonNameCategoryText,nc:TextType,true,nc:PersonNameCategoryAbstract,A kind of person name.
PersonNamePrefixText,nc:TextType,true,nc:PersonNamePrefixAbstract,A title or honorific used by a person.
PersonNameSalutationText,nc:TextType,true,,A formal sign or expression of greeting that is appropriate for this person.
PersonNameSuffixText,nc:TextType,true,,A term appended after the family name that qualifies the name.
PersonNationalIdentification,nc:IdentificationType,true,,An identification that references a person within a country but is not based on fingerprint.
PersonNationality,nc:PersonNationalityType,true,,A person's position or status with a country that grants a person citizenship or a country in which a person is deemed a national.
PersonNationalityCategoryText,nc:TextType,true,nc:PersonNationalityCategoryAbstract,A kind of nationality granted to a person by a country.
PersonNationalityCountry,nc:CountryType,true,,A country of a person's citizenship or a country in which a person is deemed a national.
PersonNationalityStatus,nc:StatusType,true,,A status of a person's nationality in a country.
PersonOfficialGivenName,nc:PersonNameTextType,true,,"A name, out of possibly multiple given names, that a person selects to use as his or her official given name."
PersonOrganDonorIndicator,niem-xs:boolean,true,,True if a person has given consent to be used as an organ donor upon death; false otherwise.
PersonOrganDonorText,nc:TextType,true,nc:PersonOrganDonorAbstract,An organ a person is willing to donate upon death.
PersonOrganizationAffiliationAssociation,nc:PersonOrganizationAssociationType,true,,"An association based on membership, ties, or another kind of affiliation between a person and an organization."
PersonOrganizationAssociation,nc:PersonOrganizationAssociationType,true,,An association between a person and an organization.
PersonOtherIdentification,nc:IdentificationType,true,,An identification with a kind that is not explicitly defined in the standard that refers to a person within a certain domain.
PersonPassportIdentification,nc:IdentificationType,true,,An identification of a passport issued to a person.
PersonPhysicalDisabilityText,nc:TextType,true,,A physical disability of a person.
PersonPhysicalFeature,nc:PhysicalFeatureType,true,,A prominent or easily identifiable aspect of a person.
PersonPossessCreditCardIndicator,niem-xs:boolean,true,,True if a person of interest indicates possession of any credit cards; false otherwise.
PersonPreferredName,nc:TextType,true,,A name by which this person prefers to be known.
PersonPrimaryLanguage,nc:PersonLanguageType,true,,A capacity of a person for a language with which that person has the strongest familiarity.
PersonPrimaryWorkerAssociation,nc:PersonWorkerAssociationType,true,,An association between a person and a primary worker assigned to that person.
PersonRaceText,nc:TextType,true,nc:PersonRaceAbstract,A classification of a person based on factors such as geographical locations and genetics.
PersonReadsLanguageIndicator,niem-xs:boolean,true,,True if a person is able to read a language; false otherwise.
PersonReferralWorkerAssociation,nc:PersonWorkerAssociationType,true,,An association between a person and a referral worker assigned to that person.
PersonReligionText,nc:TextType,true,nc:PersonReligionAbstract,A religion to which a person subscribes or believes; a categorization of spiritual beliefs.
PersonResidenceAssociation,nc:PersonResidenceAssociationType,true,,An association between a person and a location where that person lives.
PersonResidentText,nc:TextType,true,nc:PersonResidentAbstract,"A manner of residence a person has in an area such as a city, town, or community."
PersonResidesAtFacilityAssociation,nc:FacilityPersonAssociationType,true,nc:FacilityPersonAssociation,An association between a person and a facility at which that person lives.
PersonSSNIdentification,nc:IdentificationType,true,,A unique identification reference to a living person; assigned by the United States Social Security Administration.
PersonSecondaryLanguage,nc:PersonLanguageType,true,,A capacity of a person for a language with which that person is not completely fluent.
PersonSecurityClearanceText,nc:TextType,true,nc:PersonSecurityClearanceAbstract,A formal authorization granting a person access to classified or restricted information.
PersonSexText,nc:TextType,true,nc:PersonSexAbstract,A gender or sex of a person.
PersonSexualOrientationText,nc:TextType,true,nc:PersonSexualOrientationAbstract,A target gender of the sexual interest of a person.
PersonSkinToneText,nc:TextType,true,nc:PersonSkinToneAbstract,A color or tone of the skin of a person.
PersonSpeaksLanguageIndicator,niem-xs:boolean,true,,True if a person is able to speak a language; false otherwise.
PersonSpeechDescriptionText,nc:TextType,true,,A description of a pattern of speech with which a person speaks.
PersonStateIdentification,nc:IdentificationType,true,,An identification of a person based on a state-issued ID card.
PersonSurName,nc:PersonNameTextType,true,,A last name or family name of a person.
PersonSurNamePrefixText,nc:TextType,true,,"A prefix that precedes this person's family name such as Van, Von."
PersonTaxIdentification,nc:IdentificationType,true,,An identification used to refer to a specific person within the tax system of a country.
PersonTemporaryAssignedUnitAssociation,nc:PersonOrganizationAssociationType,true,,An association between a person and a temporarily assigned unit.
PersonUSCitizenIndicator,niem-xs:boolean,true,,True if a person is a citizen of the United States; false otherwise.
PersonUnemploymentStatus,nc:StatusType,true,,A status of a person's period of unemployment.
PersonUnionAssociation,nc:PersonUnionAssociationType,true,,An association between two persons who are in a state of union with each other.
PersonUnionCategoryCode,nc:PersonUnionCategoryCodeType,true,nc:PersonUnionCategoryAbstract,A kind of union between two people.
PersonUnionCategoryText,nc:TextType,true,nc:PersonUnionCategoryAbstract,A kind of union between two people.
PersonUnionCertificateIndicator,niem-xs:boolean,true,,True if a document certifying the Person Union exists; false otherwise.
PersonUnionLocation,nc:LocationType,true,,A location where the Person Union occurred.
PersonUnionSeparation,nc:PersonUnionSeparationType,true,,A separation of the parties in a Person Union.
PersonUnionStatusCode,nc:PersonUnionStatusCodeType,true,nc:PersonUnionStatusAbstract,A legal status of a union between two people.
PersonUnionStatusText,nc:TextType,true,nc:PersonUnionStatusAbstract,A legal status of a union between two people.
PersonVisionPrescriptionText,nc:TextType,true,,A prescription a person needs for corrective lenses or contacts.
PersonWeightDescriptionText,nc:TextType,true,,A description of the weight of a person.
PersonWeightMeasure,nc:WeightMeasureType,true,,A measurement of the weight of a person.
PersonWorker,nc:PersonType,true,,A person assigned to do work for or on behalf of a person.
PersonWorkerAssociation,nc:PersonWorkerAssociationType,true,,An association between a person and a person assigned to do work for or on behalf of that person.
PersonWorksAtFacilityAssociation,nc:FacilityPersonAssociationType,true,nc:FacilityPersonAssociation,An association between a person and a facility at which that person works.
PersonWritesLanguageIndicator,niem-xs:boolean,true,,True if a person is able to write a language; false otherwise.
PersonXRayImage,nc:ImageType,true,,An X-Ray image of a person or part of a person.
PhysicalAddress,nc:AddressType,true,nc:Address,A physical address for a location. This may or may not be the same as the location's mailing address.
PhysicalFeature,nc:PhysicalFeatureType,true,,A prominent or easily identifiable aspect of something or someone.
PhysicalFeatureCategoryText,nc:TextType,true,nc:PhysicalFeatureCategoryAbstract,A specific kind of physical feature.
PhysicalFeatureDescriptionText,nc:TextType,true,,A description of a physical feature.
PhysicalFeatureGeneralCategoryText,nc:TextType,true,nc:PhysicalFeatureGeneralCategoryAbstract,A general kind of physical feature.
PhysicalFeatureImage,nc:ImageType,true,,A digital image of a physical feature.
PhysicalFeatureLocationText,nc:TextType,true,,A location on a person's body of a physical feature.
PlanActivationDecisionText,nc:TextType,true,,A description of the activation decision for an action plan.
PlanApprovalDate,nc:DateType,true,,A date of approval for a plan.
PlanApprovalEntity,nc:EntityType,true,,An entity that approves a plan.
PlanAssignedPerson,nc:PersonType,true,,A person responsible for the implementation of a plan.
PlanComment,nc:CommentType,true,,A comment relating to a plan.
PlanCreatedDate,nc:DateType,true,,A date on which a plan was created.
PlanDateRange,nc:DateRangeType,true,,A date range for which a plan covers.
PlanEstimatedFulfillmentDate,nc:DateType,true,,A date on which the actions of a plan are estimated to be completed.
PlanIdentification,nc:IdentificationType,true,,An identification of a plan.
PlanName,nc:TextType,true,,A name or title of a plan.
PlanOperationalObjectiveText,nc:TextType,true,,An operational objective for a plan.
PlanPurposeText,nc:TextType,true,,A purpose for a plan.
PlanReleaseDate,nc:DateType,true,,A release date for a plan.
PlanReport,nc:ReportType,true,,A report that represents or shares information about a plan.
PlanRevisionReleaseDate,nc:DateType,true,,A date the next revision of a plan is scheduled to be published.
PlanTargetOutcomeText,nc:TextType,true,,A target outcome after a plan is activated.
PlanTask,nc:TaskType,true,,"A function, assignment, or task that is part of a plan."
PlanUpdatedDate,nc:DateType,true,,A date of last change to a plan.
PolygonNodeLocation,nc:LocationType,true,,A location of a vertex of a polygon region.
PreviousActivity,nc:ActivityType,true,,An activity that occurred previously.
PreviousActivityAssociation,nc:PreviousActivityAssociationType,true,,An association between an activity and a preceding activity.
PrimaryDocument,nc:DocumentType,true,,A main or primary document.
ProbabilityPercent,nc:PercentType,true,,A decimal value that indicates computed likelihood that what the content is true or accurate. This value is based on a calculation of probability of occurrence or truth.
Program,nc:ProgramType,true,,"A set of projects, activities, or services intended to meet a need."
ProgramAction,nc:ActivityType,true,,A project or service of a program.
ProgramAdministrator,nc:EntityType,true,,An entity that runs a program.
ProgramCapacityQuantity,niem-xs:nonNegativeInteger,true,,A maximum number of people that can be enrolled in a program at a time.
ProgramCondition,nc:ConditionType,true,,A condition that must be met in order for a person to remain in a program.
ProgramFacility,nc:FacilityType,true,,A place where a program is located.
ProgramPerson,nc:PersonType,true,,A person who attends a program.
ProgramPubliclyRunIndicator,niem-xs:boolean,true,,True if a program is run in the public sector; false if the program is run privately.
ProgramPurposeText,nc:TextType,true,,A purpose or reason for a program.
ProgramReferral,nc:ReferralType,true,,A recommendation or mandate for a person to attend a program.
ProgramRelease,nc:ReleaseType,true,,A manner by which a person left a program.
ProgramResidentialIndicator,niem-xs:boolean,true,,True if a person resides at a program facility; false otherwise.
ProgramSupervisedIndicator,niem-xs:boolean,true,,True if a person will be officially supervised through the duration of a program; false otherwise.
ProgramSupervisor,nc:EntityType,true,,An entity that oversees and manages a program.
Progress,nc:ProgressType,true,,A set of changes or advancements which bring someone closer to completing something.
ProgressComplianceIndicator,niem-xs:boolean,true,,True if a reported progress is acceptable according to the terms set; false otherwise.
ProgressComplianceText,nc:TextType,true,nc:ProgressComplianceAbstract,A description of the compliance or non-compliance of a person with an activity.
ProgressPaymentAmount,nc:AmountType,true,,An amount of money paid towards completion of a requirement.
ProgressTimeQuantityText,nc:TextType,true,,A quantity of time spent towards completion of a requirement.
PublicService,nc:PublicServiceType,true,,"A set of deeds and acts performed by or on behalf of a public agency for the benefit of a citizen, a business or another public agency."
PublicServiceAvailabilitySchedule,nc:ScheduleType,true,,A time frame in which a public service is available.
PublicServiceCategoryText,nc:TextType,true,nc:PublicServiceCategoryAbstract,A kind of public service.
PublicServiceChannelText,nc:TextType,true,nc:PublicServiceChannelAbstract,A particular end or object through which the service may be available.
PublicServiceDescriptionText,nc:TextType,true,,A description of the public service.
PublicServiceInputResourceDocument,nc:DocumentType,true,,A resource required by the service in order to operate.
PublicServiceLanguage,nc:LanguageType,true,,A language in which the service is available.
PublicServiceLocation,nc:LocationType,true,,A physical location at which a user may interact with a public service.
PublicServiceName,nc:TextType,true,,A name of a public service.
PublicServiceOutputResourceDocument,nc:DocumentType,true,,A resource produced by a public service.
PublicServiceRelatedLocation,nc:LocationType,true,,A location or place related to an available public service.
PublicServiceRelatedService,nc:PublicServiceType,true,,"A public service related to this service, but not required."
PublicServiceRequiredService,nc:PublicServiceType,true,,A public service that is required by this service.
PublicServiceWebsiteURI,niem-xs:anyURI,true,,A web page through which a public service may be available.
Publication,nc:PublicationType,true,,"A collection of written, printed, illustrated, or blank sheets, made of paper, parchment, or other material, usually fastened together to hinge at one side."
PublicationAuthorText,nc:TextType,true,,A person who originates or gives existence to a publication.
PublicationDate,nc:DateType,true,,A date of a publication
PublicationISBNID,niem-xs:string,true,,"A unique, numerical, commercial book identifier."
PublicationISSNID,niem-xs:string,true,,"A unique, numerical, commercial periodical publication identifier."
PublicationLibraryClassificationIdentification,nc:IdentificationType,true,,"A unique identification of a publication assigned by a library to classify, organize, and track publications, e.g. Dewey Decimal System Number."
PublicationPageText,nc:TextType,true,,A data element for page or page numbers on which a publication is appeared in a periodical
PublicationPublisherText,nc:TextType,true,,An owner of the copyright for the publication.
PublicationSubjectText,nc:TextType,true,,An area of knowledge.
PublicationSubscriberPersonAssociation,nc:ItemEntityAssociationType,true,,"A relationship between a person and a publication they subscribe to, or have read or are reading."
PublicationTitleText,nc:TextType,true,,A name given to a publication.
PublisherName,nc:TextType,true,,A name of an entity responsible for the publication of the information.
QualityComment,nc:CommentType,true,,"A remark, explanation, or observation regarding the accuracy or trustworthiness of the information."
QuarterID,nc:QuarterIDType,true,nc:DateRepresentation,An identifier of a three-month period in a calendar or fiscal year.
RangeMaximumDecimalValue,niem-xs:decimal,true,,A maximum value of a range.
RangeMaximumDoubleValue,niem-xs:double,true,,A maximum value of a range.
RangeMaximumIntegerValue,niem-xs:integer,true,,A maximum value of a range.
RangeMaximumUnsignedIntegerValue,niem-xs:unsignedInt,true,,A maximum value of a range.
RangeMinimumDecimalValue,niem-xs:decimal,true,,A minimum value of a range.
RangeMinimumDoubleValue,niem-xs:double,true,,A minimum value of a range.
RangeMinimumIntegerValue,niem-xs:integer,true,,A minimum value of a range.
RangeMinimumUnsignedIntegerValue,niem-xs:unsignedInt,true,,A minimum value of a range.
RealEstate,nc:RealEstateType,true,,A piece of land and any permanent structures and natural resources on it.
RealEstateAcreageText,nc:TextType,true,,An area of land measured in acres.
RealEstateAttachedFacility,nc:FacilityType,true,,A permanent structure attached or affixed to real estate.
RealEstateBoundaryDescriptionText,nc:TextType,true,,A description of the boundary or real property limits of a piece of real estate.
Recommendation,nc:RecommendationType,true,,A suggestion or proposal as to the best course of action.
RecommendationCategoryText,nc:TextType,true,nc:RecommendationCategoryAbstract,A kind of recommendation.
RecommendationComment,nc:CommentType,true,,A comment about the recommendation.
RecommendationDate,nc:DateType,true,,A date on which a recommendation is made.
RecommendationDescriptionText,nc:TextType,true,,A description of a recommendation.
RecommendationEntity,nc:EntityType,true,,A person or organization who makes a recommendation.
RecommendationSubjectText,nc:TextType,true,,A subject of a recommendation.
RecommendationText,nc:TextType,true,,A recommendation.
Referral,nc:ReferralType,true,,"A recommendation of a person to an activity, program, or product."
ReferralActivity,nc:ActivityType,true,,An activity or program to which a person is directed to attend or perform.
ReferralEntity,nc:EntityType,true,,An entity to which a person has been referred.
ReferralIssuer,nc:EntityType,true,,"An entity which recommends a person to an activity, program, or product."
ReferralItem,nc:ItemType,true,,A property item to which a person has been directed.
ReferralMandatoryIndicator,niem-xs:boolean,true,,True if a referral is required; false if a referral is optional.
ReferralPerson,nc:PersonType,true,,A person who is being directed to a relevant service or product.
ReferralSupervisor,nc:EntityType,true,,An entity which is responsible for ensuring that a person follows a referral.
RelatedActivity,nc:ActivityType,true,,An activity having some relationship or association to another activity.
RelatedActivityAssociation,nc:RelatedActivityAssociationType,true,,An association between an activity and a related activity.
RelatedCaseAssociation,nc:RelatedActivityAssociationType,true,,An association between related cases.
RelativeLocation,nc:RelativeLocationType,true,,A location identified by its proximity to another location.
RelativeLocationDescriptionText,nc:TextType,true,,A description of how to reach a location from a certain starting point.
RelativeLocationDirectionCode,nc:DirectionCodeType,true,nc:RelativeLocationDirectionAbstract,A relative compass direction of a location or movement from a starting point.
RelativeLocationDirectionText,nc:TextType,true,nc:RelativeLocationDirectionAbstract,A relative direction of a location or movement from a starting point.
RelativeLocationDistanceMeasure,nc:LengthMeasureType,true,,A measurement of the distance of a location from a starting point.
RelativeLocationHeadingValue,nc:RelativeLocationHeadingType,true,,A heading of a direction from a starting point.
RelativeLocationReferencePoint,nc:LocationType,true,,A starting point used as a basis to determine the location of another point.
Release,nc:ReleaseType,true,,"A freeing or discharge of someone or something from an activity, supervision, or obligation."
ReleaseDate,nc:DateType,true,,A date the information was first released for dissemination.
ReleaseFromLocation,nc:LocationType,true,,A location from which someone or something is released.
ReleaseIssuer,nc:EntityType,true,,An entity that authorizes a release.
ReleaseItem,nc:ItemType,true,,An item that is released from holding.
ReleasePerson,nc:PersonType,true,,A person who is released from confinement or an obligation.
ReleaseRecipient,nc:EntityType,true,,An entity which receives custody or supervisory authority over someone or something.
ReleaseSupervisor,nc:EntityType,true,,An entity responsible for overseeing the release of someone or something from custody.
ReleaseToLocation,nc:LocationType,true,,A location to which someone or something is released.
Report,nc:ReportType,true,,"An account given of a particular matter, especially in the form of an official document, after thorough investigation or consideration by an appointed person or body."
ReportAssignee,nc:PersonType,true,,A person responsible for generating or developing a document.
ReportCoverageDateRange,nc:DateRangeType,true,,A period of time covered by a document.
ReportDueDate,nc:DateType,true,,A due date for the next report.
ReportFrequencyText,nc:TextType,true,nc:ReportFrequencyAbstract,A frequency or period for which a recurring report is published.
ReportID,niem-xs:string,true,,An identifier for a report.
ReportTemplateCategoryText,nc:TextType,true,nc:ReportTemplateCategoryAbstract,A kind of template for a report.
ReportedDate,nc:DateType,true,,"A date information was observed, measured, identified, or became known."
ReportingOrganization,nc:OrganizationType,true,nc:ReportingOrganizationAbstract,An organization that provided the information.
ReportingOrganizationText,nc:TextType,true,nc:ReportingOrganizationAbstract,"A name, identifier, or reference of an organization that provided the information."
ReportingPerson,nc:PersonType,true,nc:ReportingPersonAbstract,A person who provided the information.
ReportingPersonRoleText,nc:TextType,true,nc:ReportingPersonRoleAbstract,"A type, responsibility, or role of a person who provided the information."
ReportingPersonText,nc:TextType,true,nc:ReportingPersonAbstract,"A name, identifier, or reference of a person who provided the information."
RepositoryID,niem-xs:string,true,,An identifier assigned to the repository from which the information originated.
Request,nc:RequestType,true,,A formal message requesting something that is submitted to an authority.
RequestCategoryText,nc:TextType,true,nc:RequestCategoryAbstract,A kind of request.
RequestContactInformation,nc:ContactInformationType,true,,A set of contact information for a point of contact for the request.
RequestDate,nc:DateType,true,,A date on which a request was made.
RequestDecisionDate,nc:DateType,true,,A date on which a decision was recorded for a request.
RequestDecisionText,nc:TextType,true,,A decision that was made over a request.
RequestDescriptionText,nc:TextType,true,,A description of a request.
RequestIdentification,nc:IdentificationType,true,,An identification of a request.
RequestStatus,nc:StatusType,true,,A status of a request.
RequestText,nc:TextType,true,,A request message.
ResidenceDescriptionText,nc:TextType,true,,A general description of a place in which a person lives.
ResidenceOccupancyCategoryText,nc:TextType,true,nc:ResidenceOccupancyCategoryAbstract,A kind of occupancy of a residence.
ResidencePaymentAmount,nc:AmountType,true,,An amount of money a person pays each payment period to live at a residence.
ResidencePaymentPeriodText,nc:TextType,true,nc:ResidencePaymentPeriodAbstract,An interval or period for which a person is required to make regular residence payments.
ResidentialFacility,nc:FacilityType,true,,A structure in which a person lives.
RiskReductionFacility,nc:FacilityType,true,,A facility to which a person may be remanded in order to lower the probability of undesirable outcomes.
RiskReductionProgram,nc:ProgramType,true,,A program designed to lower the probability of undesirable outcomes.
RoleOfDocument,nc:DocumentType,true,,A document of whom the role object is a function.
RoleOfItem,nc:ItemType,true,nc:RoleOfAbstract,An entity of whom the role object is a function.
RoleOfOrganization,nc:OrganizationType,true,nc:RoleOfAbstract,An organization of whom the role object is a function.
RoleOfPerson,nc:PersonType,true,nc:RoleOfAbstract,A person of whom the role object is a function.
RollValue,nc:Degree180PlusMinusType,true,,"An angle of rotation of a thing about its longitudinal axis, measured in degrees between the lateral axis and the horizontal plane; negative values indicate the left side is rotated downward."
SIMCard,nc:DeviceType,true,,A smart card that identifies a mobile telephone service subscriber.
Schedule,nc:ScheduleType,true,,A schedule providing the beginning and ending times of operation or availability for a designated period of time.
ScheduleActivityText,nc:TextType,true,,An activity planned to occur on a certain date and time.
ScheduleDate,nc:DateType,true,nc:ScheduleDayAbstract,A date for which an activity is scheduled.
ScheduleDay,nc:ScheduleDayType,true,,A plan or agenda for the activities of a day or dates.
ScheduleDayEndTime,niem-xs:time,true,,A time at which an activity is scheduled to end.
ScheduleDayOfWeekCode,nc:DayOfWeekCodeType,true,nc:ScheduleDayAbstract,A day of the week with the given schedule information.
ScheduleDayStartTime,niem-xs:time,true,,A time at which an activity is scheduled to begin.
ScheduleDayStatus,nc:StatusType,true,,A schedule status for a particular day.
ScheduleDescriptionText,nc:TextType,true,,A description of the schedule.
ScheduleEffectiveDateRange,nc:DateRangeType,true,,A date range over which a schedule will be valid.
ScheduleExceptionsDescriptionText,nc:TextType,true,,"A description of special exceptions to the given schedule, such as holiday hours or closings."
ScheduleNonStopIndicator,niem-xs:boolean,true,,"True if the schedule applies 24 hours a day, 7 days a week; false otherwise."
SchedulePerson,nc:PersonType,true,,A person for whom an activity is scheduled.
ScheduleStatus,nc:StatusType,true,,An overall status for the schedule.
ScheduleTimeRange,nc:TimeRangeType,true,,A time range for the schedule.
SecondaryDocument,nc:DocumentType,true,,A secondary or related document.
Securities,nc:SecuritiesType,true,,A financial instrument showing ownership or credit.
SecuritiesCollectionDateRange,nc:DateRangeType,true,,A date range during which an owner may collect returns from a security.
SecuritiesDateSeriesText,nc:TextType,true,nc:SecuritiesDateSeriesAbstract,A security date or series year.
SecuritiesDenominationText,nc:TextType,true,nc:SecuritiesDenominationAbstract,A value within a series of values reflecting the worth of a security note.
SecuritiesIssuer,nc:EntityType,true,,An entity which issued a security to a person.
SensitivityText,nc:TextType,true,nc:SensitivityAbstract,A sensitivity level of the information.
SeparationCategoryCode,nc:SeparationCategoryCodeType,true,nc:SeparationCategoryAbstract,A code that identifies the type of separation between the parties in a Person Union.
SeparationCategoryText,nc:TextType,true,nc:SeparationCategoryAbstract,A kind of separation of the parties in a Person Union.
SeparationDateRange,nc:DateRangeType,true,,A date range during which the parties in a Person Union were separated.
ServiceDeliveryNGO,nc:OrganizationType,true,,An institution that provides aid directly to individuals.
Site,nc:SiteType,true,,A specific place or position.
SiteLocation,nc:LocationType,true,,A location of a site.
SiteMobileDescriptionText,nc:TextType,true,,A description of a site that is mobile and does not have a fixed location.
SiteMobileIndicator,niem-xs:boolean,true,,True if a site is mobile; false otherwise.
SiteOwnerEntity,nc:EntityType,true,,An owner of a site.
SiteSpecialInformationText,nc:TextType,true,,A comment or other information about a site that may be of importance to a responder.
Software,nc:SoftwareType,true,,A computer application used to process data.
SoftwareComponent,nc:SoftwareComponentType,true,,A component of software.
SoftwareComponentVersionID,niem-xs:string,true,,A version identifier for a software component.
SoftwareDescriptionText,nc:TextType,true,,A description of software.
SoftwareName,nc:TextType,true,,A name of a computer application used to process data.
SoftwareVendorName,nc:TextType,true,,A name of an organization that makes and sells software.
SoftwareVersionText,nc:TextType,true,,A version of a computer application.
SourceContactPerson,nc:PersonType,true,nc:SourceContactPersonAbstract,A person who can answer questions about the information.
SourceContactPersonText,nc:TextType,true,nc:SourceContactPersonAbstract,A person who can answer questions about the information.
SourceIDText,nc:TextType,true,,A number or string set by a data provider so that information that is sent can be retraced back to its source.
SourceText,nc:TextType,true,,"A name, identifier, or reference of a resource from which the information was taken."
SpeedMeasure,nc:SpeedMeasureType,true,,A measure of a speed or rate of motion.
StartDate,nc:DateType,true,,A date on which something begins.
StateCode,nc:CodeType,true,nc:StateRepresentation,"A state, commonwealth, province, or other such geopolitical subdivision of a country."
StateName,nc:ProperNameTextType,true,nc:StateRepresentation,"A name of a state, commonwealth, province, or other such geopolitical subdivision of a country."
Status,nc:StatusType,true,,A state of something or someone.
StatusCommentText,nc:TextType,true,,A comment regarding a status.
StatusDate,nc:DateType,true,,"A date a status was set, effected, or reported."
StatusDescriptionText,nc:TextType,true,,A description of a status or condition of something or someone.
StatusIssuerIdentification,nc:IdentificationType,true,,An identification of a person or organization which assigns a status.
StatusIssuerText,nc:TextType,true,,"A name, identifier, or other reference of a person or organization which assigns a status."
StatusText,nc:TextType,true,nc:StatusAbstract,A status or condition of something or someone.
StrangerAssociation,nc:PersonAssociationType,true,,An association between people who do not know each other.
StreetCategoryText,nc:TextType,true,nc:StreetCategoryAbstract,A kind of street.
StreetDirectionalText,nc:TextType,true,nc:StreetDirectionalRepresentation,A direction that in a street name.
StreetExtensionText,nc:TextType,true,,An additional part of a street reference that follows the street category and post directional.
StreetFullText,nc:TextType,true,,A complete reference for a street.
StreetName,nc:ProperNameTextType,true,,A name of a street.
StreetNumberText,nc:TextType,true,,A number that identifies a particular unit or location within a street.
StreetPostdirectional,nc:StreetDirectionalType,true,,A direction that appears after a street name.
StreetPredirectional,nc:StreetDirectionalType,true,,A direction that appears before a street name.
SubFacility,nc:FacilityType,true,,A facility within another facility.
Substance,nc:SubstanceType,true,,A matter or substance of which something consists.
SubstanceCategoryText,nc:TextType,true,nc:SubstanceCategoryAbstract,A kind of substance.
SubstanceCompositionDescriptionText,nc:TextType,true,,A description of the ingredients or makeup of a substance.
SubstanceContainerDescriptionText,nc:TextType,true,,A description of a container used to hold a substance.
SubstanceFormText,nc:TextType,true,nc:SubstanceFormAbstract,A physical state or form in which a substance appears.
SubstanceFoundDescriptionText,nc:TextType,true,,A description of where a substance was found.
SubstanceMeasure,nc:SubstanceMeasureType,true,,A measure of the amount of something.
SubstanceQuantityMeasure,nc:SubstanceMeasureType,true,,A quantity of a substance being described.
Supervision,nc:SupervisionType,true,,"A process of overseeing, supervising, or keeping track in some capacity of a person."
SupervisionCurrentIndicator,niem-xs:boolean,true,,True if a subject is currently under supervision; false otherwise.
SupervisionCustodyStatus,nc:StatusType,true,,A status of the custody of a person under supervision.
SupervisionFacility,nc:FacilityType,true,,A facility at which a subject is being supervised.
SupervisionMandatoryIndicator,niem-xs:boolean,true,,True if a supervision of a person is required; false if a supervision is optional.
SupervisionPerson,nc:PersonType,true,,A person who is being supervised.
SupervisionPersonStatus,nc:StatusType,true,,A status of a person under supervision.
SupervisionRelease,nc:ReleaseType,true,,A complete and unrestricted release of a subject from a supervision.
SupervisionSupervisor,nc:EntityType,true,,An entity that supervises a person.
SystemAuditEvent,nc:SystemAuditEventType,true,,A set of system event data for audit reporting purposes.
SystemName,nc:TextType,true,,A name of the kind or the source of a system identifier.
SystemOperatingModeName,nc:TextType,true,nc:SystemOperatingModeAbstract,A name of the operating mode of a system.
Task,nc:TaskType,true,,A clearly defined action or activity specifically assigned to an individual or organization that must be done as it is imposed by an appropriate authority.
TaskAssignedDate,nc:DateType,true,,A date that a task was assigned.
